Interface,Signal Name,Description,Direction,PinName,Function Number,Function select register,,,,,,,,
,VI0_D[8],,I,PAD_MIPIRX0P,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0P
0x0300_1190",,,,,,,,
,VI0_D[9],,I,PAD_MIPI_TXM0,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM0
0x0300_11B4",,,,,,,,
,VI1_CLK,,I,VIVO_CLK,1,"FMUX_GPIO_REG_IOCTRL_VIVO_CLK
0x0300_1160",,,,,,,,
,VI1_D[0],,I,VIVO_D0,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",,,,,,,,
,VI1_D[1],,I,VIVO_D1,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,VI1_D[10],,I,VIVO_D10,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",,,,,,,,
,VI1_D[11],,I,PAD_MIPIRX5N,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5N
0x0300_1164",,,,,,,,
,VI1_D[12],,I,PAD_MIPIRX5P,1,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5P
0x0300_1168",,,,,,,,
,VI1_D[13],,I,PAD_MIPIRX4N,2,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",,,,,,,,
,VI1_D[14],,I,PAD_MIPIRX4P,2,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",,,,,,,,
,VI1_D[15],,I,PAD_MIPIRX3N,2,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3N
0x0300_1174",,,,,,,,
,VI1_D[16],,I,PAD_MIPIRX3P,2,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX3P
0x0300_1178",,,,,,,,
,VI1_D[17],,I,PAD_MIPIRX2N,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2N
0x0300_117C",,,,,,,,
,VI1_D[18],,I,PAD_MIPIRX2P,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2P
0x0300_1180",,,,,,,,
,VI1_D[2],,I,VIVO_D2,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",,,,,,,,
,VI1_D[3],,I,VIVO_D3,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",,,,,,,,
,VI1_D[4],,I,VIVO_D4,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",,,,,,,,
,VI1_D[5],,I,VIVO_D5,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",,,,,,,,
,VI1_D[6],,I,VIVO_D6,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",,,,,,,,
,VI1_D[7],,I,VIVO_D7,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",,,,,,,,
,VI1_D[8],,I,VIVO_D8,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",,,,,,,,
,VI1_D[9],,I,VIVO_D9,1,"FMUX_GPIO_REG_IOCTRL_VIVO_D9
0x0300_1138",,,,,,,,
,VI2_CLK,,I,VIVO_CLK,0,"FMUX_GPIO_REG_IOCTRL_VIVO_CLK
0x0300_1160",,,,,,,,
,VI2_D[0],,I,VIVO_D0,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",,,,,,,,
,VI2_D[1],,I,VIVO_D1,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,VI2_D[2],,I,VIVO_D2,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",,,,,,,,
,VI2_D[3],,I,VIVO_D3,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",,,,,,,,
,VI2_D[4],,I,VIVO_D4,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",,,,,,,,
,VI2_D[5],,I,VIVO_D5,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D5
0x0300_1148",,,,,,,,
,VI2_D[6],,I,VIVO_D6,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D6
0x0300_1144",,,,,,,,
,VI2_D[7],,I,VIVO_D7,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",,,,,,,,
eMMC,EMMC_CLK,,O,EMMC_CLK,0,"FMUX_GPIO_REG_IOCTRL_EMMC_CLK
0x0300_1050",,,,,,,,
,EMMC_CMD,,I/O,EMMC_CMD,0,"FMUX_GPIO_REG_IOCTRL_EMMC_CMD
0x0300_105C",,,,,,,,
,EMMC_DAT[0],,I/O,EMMC_DAT0,0,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT0
0x0300_1054",,,,,,,,
,EMMC_DAT[1],,I/O,EMMC_DAT1,0,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT1
0x0300_1060",,,,,,,,
,EMMC_DAT[2],,I/O,EMMC_DAT2,0,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT2
0x0300_104C",,,,,,,,
,EMMC_DAT[3],,I/O,EMMC_DAT3,0,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT3
0x0300_1058",,,,,,,,
,EMMC_RSTN,,O,EMMC_RSTN,0,"FMUX_GPIO_REG_IOCTRL_EMMC_RSTN
0x0300_1048",,,,,,,,
SPI_NAND,SPINAND_CLK,,O,EMMC_CLK,2,"FMUX_GPIO_REG_IOCTRL_EMMC_CLK
0x0300_1050",,,,,,,,
,SPINAND_CS,,O,EMMC_DAT1,2,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT1
0x0300_1060",,,,,,,,
,SPINAND_HOLD,,I/O,EMMC_DAT2,2,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT2
0x0300_104C",,,,,,,,
,SPINAND_MISO,,I/O,EMMC_CMD,2,"FMUX_GPIO_REG_IOCTRL_EMMC_CMD
0x0300_105C",,,,,,,,
,SPINAND_MOSI,,I/O,EMMC_DAT0,2,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT0
0x0300_1054",,,,,,,,
,SPINAND_WP,,I/O,EMMC_DAT3,2,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT3
0x0300_1058",,,,,,,,
SPI_NOR,SPINOR_CS_X,,O,EMMC_DAT1,1,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT1
0x0300_1060",,,,,,,,
,SPINOR_HOLD_X,,I/O,EMMC_DAT2,1,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT2
0x0300_104C",,,,,,,,
,SPINOR_MISO,,I/O,EMMC_CMD,1,"FMUX_GPIO_REG_IOCTRL_EMMC_CMD
0x0300_105C",,,,,,,,
,SPINOR_MOSI,,I/O,EMMC_DAT0,1,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT0
0x0300_1054",,,,,,,,
,SPINOR_SCK,,O,EMMC_CLK,1,"FMUX_GPIO_REG_IOCTRL_EMMC_CLK
0x0300_1050",,,,,,,,
,SPINOR_WP_X,,I/O,EMMC_DAT3,1,"FMUX_GPIO_REG_IOCTRL_EMMC_DAT3
0x0300_1058",,,,,,,,
I2C,IIC1_SCL,,I/O,PAD_MIPIRX4P,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",,,,,,,,
,IIC1_SCL,,I/O,PAD_MIPIRX0N,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX0N
0x0300_118C",,,,,,,,
,IIC1_SCL,,I/O,VIVO_D9,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D9
0x0300_1138",,,,,,,,
,IIC1_SCL,,I/O,SD0_CMD,1,"FMUX_GPIO_REG_IOCTRL_SD0_CMD
0x0300_1020",,,,,,,,
,IIC1_SCL,,I/O,SD0_D2,1,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,IIC1_SCL,,I/O,VIVO_D3,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D3
0x0300_1150",,,,,,,,
,IIC1_SCL,,I/O,PAD_MIPI_TXP2,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,IIC1_SCL,,I/O,SD1_D3,2,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
,IIC1_SCL,,I/O,MUX_SPI1_MOSI,2,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,IIC1_SCL,,I/O,PAD_ETH_TXP___EPHY_RXN,2,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",,,,,,,,
,IIC1_SCL,,I/O,PAD_MIPI_TXP4,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP4
0x0300_1198",,,,,,,,
,IIC1_SCL,,I/O,PAD_MIPI_TXP3,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP3
0x0300_11A0",,,,,,,,
,IIC1_SCL,,I/O,SD1_D2,1,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,IIC1_SDA,,I/O,PAD_MIPIRX4N,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",,,,,,,,
,IIC1_SDA,,I/O,PAD_MIPIRX1P,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1P
0x0300_1188",,,,,,,,
,IIC1_SDA,,I/O,VIVO_D10,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",,,,,,,,
,IIC1_SDA,,I/O,SD0_CLK,1,"FMUX_GPIO_REG_IOCTRL_SD0_CLK
0x0300_101C",,,,,,,,
,IIC1_SDA,,I/O,SD0_D1,1,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,IIC1_SDA,,I/O,VIVO_D4,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D4
0x0300_114C",,,,,,,,
,IIC1_SDA,,I/O,PAD_MIPI_TXM2,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,IIC1_SDA,,I/O,SD1_D0,2,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,IIC1_SDA,,I/O,MUX_SPI1_MISO,2,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,IIC1_SDA,,I/O,PAD_ETH_TXM___EPHY_RXP,2,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,IIC1_SDA,,I/O,PAD_MIPI_TXM4,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",,,,,,,,
,IIC1_SDA,,I/O,PAD_MIPI_TXM3,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM3
0x0300_119C",,,,,,,,
,IIC1_SDA,,I/O,SD1_D1,1,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
,IIC2_SCL,,I/O,IIC2_SCL,0,"FMUX_GPIO_REG_IOCTRL_IIC2_SCL
0x0300_10B8",,,,,,,,
,IIC2_SCL,,I/O,PAD_MIPI_TXP3,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP3
0x0300_11A0",,,,,,,,
,IIC2_SCL,,I/O,PAD_MIPI_TXP1,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,IIC2_SCL,,I/O,PWR_GPIO1,6,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO1
0x0300_10A8",,,,,,,,
,IIC2_SCL,,I/O,VIVO_D8,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",,,,,,,,
,IIC2_SDA,,I/O,PAD_MIPI_TXM3,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM3
0x0300_119C",,,,,,,,
,IIC2_SDA,,I/O,PAD_MIPI_TXM1,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,IIC2_SDA,,I/O,IIC2_SDA,0,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
,IIC2_SDA,,I/O,PWR_GPIO2,6,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO2
0x0300_10AC",,,,,,,,
,IIC2_SDA,,I/O,VIVO_D7,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D7
0x0300_1140",,,,,,,,
,IIC3_SCL,,I/O,VIVO_D0,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",,,,,,,,
,IIC3_SCL,,I/O,IIC3_SCL,0,"FMUX_GPIO_REG_IOCTRL_IIC3_SCL
0x0300_1014",,,,,,,,
,IIC3_SCL,,I/O,SD1_CMD,2,"FMUX_GPIO_REG_IOCTRL_SD1_CMD
0x0300_10E0",,,,,,,,
,IIC3_SDA,,I/O,VIVO_D1,5,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,IIC3_SDA,,I/O,IIC3_SDA,0,"FMUX_GPIO_REG_IOCTRL_IIC3_SDA
0x0300_1018",,,,,,,,
,IIC3_SDA,,I/O,SD1_CLK,2,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,IIC4_SCL,,I/O,ADC3,2,"FMUX_GPIO_REG_IOCTRL_ADC3
0x0300_10F0",,,,,,,,
,IIC4_SCL,,I/O,CAM_RST0,6,"FMUX_GPIO_REG_IOCTRL_CAM_RST0
0x0300_1008",,,,,,,,
,IIC4_SCL,,I/O,PWR_WAKEUP0,5,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP0
0x0300_1090",,,,,,,,
,IIC4_SCL,,I/O,PWR_WAKEUP1,5,"FMUX_GPIO_REG_IOCTRL_PWR_WAKEUP1
0x0300_1094",,,,,,,,
,IIC4_SCL,,I/O,PAD_MIPIRX2N,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2N
0x0300_117C",,,,,,,,
,IIC4_SCL,,I/O,VIVO_D1,7,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,IIC4_SDA,,I/O,ADC2,2,"FMUX_GPIO_REG_IOCTRL_ADC2
0x0300_10F4",,,,,,,,
,IIC4_SDA,,I/O,CAM_PD1,6,"FMUX_GPIO_REG_IOCTRL_CAM_PD1
0x0300_1010",,,,,,,,
,IIC4_SDA,,I/O,PWR_BUTTON1,5,"FMUX_GPIO_REG_IOCTRL_PWR_BUTTON1
0x0300_1098",,,,,,,,
,IIC4_SDA,,I/O,PWR_ON,5,"FMUX_GPIO_REG_IOCTRL_PWR_ON
0x0300_109C",,,,,,,,
,IIC4_SDA,,I/O,PAD_MIPIRX2P,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX2P
0x0300_1180",,,,,,,,
,IIC4_SDA,,I/O,VIVO_D0,7,"FMUX_GPIO_REG_IOCTRL_VIVO_D0
0x0300_115C",,,,,,,,
no die I2C,PWR_IIC_SCL,,I/O,PWR_GPIO1,5,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO1
0x0300_10A8",,,,,,,,
,PWR_IIC_SDA,,I/O,PWR_GPIO2,5,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO2
0x0300_10AC",,,,,,,,
IIS,IIS1_BCLK,,I/O,PAD_AUD_AINL_MIC,4,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINL_MIC
0x0300_11BC",,,,,,,,
,IIS1_DI,,I,PAD_AUD_AOUTR,4,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTR
0x0300_11C8",,,,,,,,
,IIS1_DI,,I,PAD_AUD_AINR_MIC,6,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINR_MIC
0x0300_11C0",,,,,,,,
,IIS1_DO,,O,PAD_AUD_AINR_MIC,4,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINR_MIC
0x0300_11C0",,,,,,,,
,IIS1_DO,,O,PAD_AUD_AOUTR,6,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTR
0x0300_11C8",,,,,,,,
,IIS1_LRCK,,I/O,PAD_AUD_AOUTL,4,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTL
0x0300_11C4",,,,,,,,
,IIS1_MCLK,,I/O,AUX0,4,"FMUX_GPIO_REG_IOCTRL_AUX0
0x0300_1078",,,,,,,,
,IIS1_MCLK,,I/O,PAD_MIPIRX5P,4,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX5P
0x0300_1168",,,,,,,,
,IIS1_MCLK,,I/O,CAM_PD0,1,"FMUX_GPIO_REG_IOCTRL_CAM_PD0
0x0300_1004",,,,,,,,
,IIS1_MCLK,,I/O,CAM_PD1,1,"FMUX_GPIO_REG_IOCTRL_CAM_PD1
0x0300_1010",,,,,,,,
,IIS1_MCLK,,I/O,IIC2_SDA,5,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
,IIS2_BCLK,,I/O,UART2_TX,6,"FMUX_GPIO_REG_IOCTRL_UART2_TX
0x0300_10C0",,,,,,,,
,IIS2_BCLK,,I/O,PAD_AUD_AINL_MIC,5,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINL_MIC
0x0300_11BC",,,,,,,,
,IIS2_BCLK,,I/O,PAD_ETH_TXM___EPHY_RXP,7,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,IIS2_DI,,I,UART2_RX,6,"FMUX_GPIO_REG_IOCTRL_UART2_RX
0x0300_10C8",,,,,,,,
,IIS2_DI,,I,PAD_AUD_AINR_MIC,5,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AINR_MIC
0x0300_11C0",,,,,,,,
,IIS2_DI,,I,PAD_ETH_RXM___EPHY_TXP,7,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXM
0x0300_1130",,,,,,,,
,IIS2_DO,,O,UART2_RTS,6,"FMUX_GPIO_REG_IOCTRL_UART2_RTS
0x0300_10C4",,,,,,,,
,IIS2_DO,,O,PAD_AUD_AOUTR,5,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTR
0x0300_11C8",,,,,,,,
,IIS2_DO,,O,PAD_ETH_RXP___EPHY_TXN,7,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_RXP
0x0300_112C",,,,,,,,
,IIS2_LRCK,,I/O,UART2_CTS,6,"FMUX_GPIO_REG_IOCTRL_UART2_CTS
0x0300_10CC",,,,,,,,
,IIS2_LRCK,,I/O,PAD_AUD_AOUTL,5,"FMUX_GPIO_REG_IOCTRL_PAD_AUD_AOUTL
0x0300_11C4",,,,,,,,
,IIS2_LRCK,,I/O,PAD_ETH_TXP___EPHY_RXN,7,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXP
0x0300_1124",,,,,,,,
,IIS2_MCLK,,I/O,IIC2_SDA,6,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
Keyscan,KEY_COL0,,I/O,CLK32K,5,"FMUX_GPIO_REG_IOCTRL_CLK32K
0x0300_10B0",,,,,,,,
,KEY_COL0,,I/O,MUX_SPI1_MOSI,5,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,KEY_COL1,,I/O,CLK25M,5,"FMUX_GPIO_REG_IOCTRL_CLK25M
0x0300_10B4",,,,,,,,
,KEY_COL1,,I/O,MUX_SPI1_MISO,5,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,KEY_COL2,,I/O,IIC2_SCL,7,"FMUX_GPIO_REG_IOCTRL_IIC2_SCL
0x0300_10B8",,,,,,,,
,KEY_COL2,,I/O,ADC1,4,"FMUX_GPIO_REG_IOCTRL_ADC1
0x0300_10F8",,,,,,,,
,KEY_COL3,,I/O,IIC2_SDA,7,"FMUX_GPIO_REG_IOCTRL_IIC2_SDA
0x0300_10BC",,,,,,,,
,KEY_COL3,,I/O,UART2_RX,4,"FMUX_GPIO_REG_IOCTRL_UART2_RX
0x0300_10C8",,,,,,,,
,KEY_ROW0,,I/O,PAD_MIPIRX4N,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4N
0x0300_116C",,,,,,,,
,KEY_ROW0,,I/O,UART2_RTS,4,"FMUX_GPIO_REG_IOCTRL_UART2_RTS
0x0300_10C4",,,,,,,,
,KEY_ROW1,,I/O,PAD_MIPIRX4P,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX4P
0x0300_1170",,,,,,,,
,KEY_ROW1,,I/O,UART2_CTS,4,"FMUX_GPIO_REG_IOCTRL_UART2_CTS
0x0300_10CC",,,,,,,,
,KEY_ROW2,,I/O,PAD_MIPIRX1P,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1P
0x0300_1188",,,,,,,,
,KEY_ROW2,,I/O,MUX_SPI1_SCK,5,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,KEY_ROW3,,I/O,PAD_MIPIRX1N,6,"FMUX_GPIO_REG_IOCTRL_PAD_MIPIRX1N
0x0300_1184",,,,,,,,
,KEY_ROW3,,I/O,MUX_SPI1_CS,5,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,KEY_ROW3,,I/O,UART2_TX,4,"FMUX_GPIO_REG_IOCTRL_UART2_TX
0x0300_10C0",,,,,,,,
PWM,PWM[0],,I/O,PWM0_BUCK,0,"FMUX_GPIO_REG_IOCTRL_PWM0_BUCK
0x0300_10EC",,,,,,,,
,PWM[1],,I/O,GPIO_RTX___EPHY_RTX,4,"FMUX_GPIO_REG_IOCTRL_GPIO_RTX
0x0300_11CC",,,,,,,,
,PWM[1],,I/O,VIVO_D10,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D10
0x0300_1134",,,,,,,,
,PWM[2],,I/O,VIVO_D2,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D2
0x0300_1154",,,,,,,,
,PWM[2],,I/O,CLK32K,4,"FMUX_GPIO_REG_IOCTRL_CLK32K
0x0300_10B0",,,,,,,,
,PWM[2],,I/O,GPIO_ZQ___PAD_ZQ,4,"FMUX_GPIO_REG_IOCTRL_GPIO_ZQ
0x0300_11D0",,,,,,,,
,PWM[2],,I/O,VIVO_D9,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D9
0x0300_1138",,,,,,,,
,PWM[3],,I/O,VIVO_D1,6,"FMUX_GPIO_REG_IOCTRL_VIVO_D1
0x0300_1158",,,,,,,,
,PWM[3],,I/O,VIVO_D8,0,"FMUX_GPIO_REG_IOCTRL_VIVO_D8
0x0300_113C",,,,,,,,
,PWM[3],,I/O,CLK25M,4,"FMUX_GPIO_REG_IOCTRL_CLK25M
0x0300_10B4",,,,,,,,
,PWM[4],,I/O,UART0_TX,2,"FMUX_GPIO_REG_IOCTRL_UART0_TX
0x0300_1040",,,,,,,,
,PWM[4],,I/O,SD1_D3,7,"FMUX_GPIO_REG_IOCTRL_SD1_D3
0x0300_10D0",,,,,,,,
,PWM[5],,I/O,UART0_RX,2,"FMUX_GPIO_REG_IOCTRL_UART0_RX
0x0300_1044",,,,,,,,
,PWM[5],,I/O,SD1_D2,7,"FMUX_GPIO_REG_IOCTRL_SD1_D2
0x0300_10D4",,,,,,,,
,PWM[6],,I/O,JTAG_CPU_TCK,2,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TCK
0x0300_1068",,,,,,,,
,PWM[6],,I/O,SD1_D1,7,"FMUX_GPIO_REG_IOCTRL_SD1_D1
0x0300_10D8",,,,,,,,
,PWM[7],,I/O,JTAG_CPU_TMS,2,"FMUX_GPIO_REG_IOCTRL_JTAG_CPU_TMS
0x0300_1064",,,,,,,,
,PWM[7],,I/O,SD1_D0,7,"FMUX_GPIO_REG_IOCTRL_SD1_D0
0x0300_10DC",,,,,,,,
,PWM[8],,I/O,PWR_GPIO0,4,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO0
0x0300_10A4",,,,,,,,
,PWM[8],,I/O,MUX_SPI1_MOSI,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MOSI
0x0300_1118",,,,,,,,
,PWM[8],,I/O,SD1_CMD,7,"FMUX_GPIO_REG_IOCTRL_SD1_CMD
0x0300_10E0",,,,,,,,
,PWM[8],,I/O,UART2_RTS,1,"FMUX_GPIO_REG_IOCTRL_UART2_RTS
0x0300_10C4",,,,,,,,
,PWM[8],,I/O,PAD_MIPI_TXM2,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM2
0x0300_11A4",,,,,,,,
,PWM[9],,I/O,PWR_GPIO1,4,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO1
0x0300_10A8",,,,,,,,
,PWM[9],,I/O,MUX_SPI1_MISO,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_MISO
0x0300_1114",,,,,,,,
,PWM[9],,I/O,SD1_CLK,7,"FMUX_GPIO_REG_IOCTRL_SD1_CLK
0x0300_10E4",,,,,,,,
,PWM[9],,I/O,UART2_CTS,1,"FMUX_GPIO_REG_IOCTRL_UART2_CTS
0x0300_10CC",,,,,,,,
,PWM[9],,I/O,PAD_MIPI_TXP2,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP2
0x0300_11A8",,,,,,,,
,PWM[10],,I/O,PWR_GPIO2,4,"FMUX_GPIO_REG_IOCTRL_PWR_GPIO2
0x0300_10AC",,,,,,,,
,PWM[10],,I/O,MUX_SPI1_SCK,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_SCK
0x0300_1120",,,,,,,,
,PWM[10],,I/O,UART2_RX,1,"FMUX_GPIO_REG_IOCTRL_UART2_RX
0x0300_10C8",,,,,,,,
,PWM[10],,I/O,SD0_D3,5,"FMUX_GPIO_REG_IOCTRL_SD0_D3
0x0300_1030",,,,,,,,
,PWM[10],,I/O,PAD_MIPI_TXM1,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM1
0x0300_11AC",,,,,,,,
,PWM[11],,I/O,MUX_SPI1_CS,4,"FMUX_GPIO_REG_IOCTRL_MUX_SPI1_CS
0x0300_111C",,,,,,,,
,PWM[11],,I/O,UART2_TX,1,"FMUX_GPIO_REG_IOCTRL_UART2_TX
0x0300_10C0",,,,,,,,
,PWM[11],,I/O,SD0_D2,5,"FMUX_GPIO_REG_IOCTRL_SD0_D2
0x0300_102C",,,,,,,,
,PWM[11],,I/O,PAD_MIPI_TXP1,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXP1
0x0300_11B0",,,,,,,,
,PWM[12],,I/O,ADC3,4,"FMUX_GPIO_REG_IOCTRL_ADC3
0x0300_10F0",,,,,,,,
,PWM[12],,I/O,PAD_ETH_TXM___EPHY_RXP,4,"FMUX_GPIO_REG_IOCTRL_PAD_ETH_TXM
0x0300_1128",,,,,,,,
,PWM[12],,I/O,SD0_D1,5,"FMUX_GPIO_REG_IOCTRL_SD0_D1
0x0300_1028",,,,,,,,
,PWM[12],,I/O,PAD_MIPI_TXM4,5,"FMUX_GPIO_REG_IOCTRL_PAD_MIPI_TXM4
0x0300_1194",,,,,,,,
,PWM[13],,I/O,ADC2,4,"FMUX_GPIO_REG_IOCTRL_ADC2
0x0300_10F4",,,,,,,,
